국가,광종,수입,항목,단위,2023 년,Unnamed: 6,위도,경도
몽골,은      광(Kg),수입물량,수입 실적,,803,,46.8625,103.8467
몽골,텅 스 텐광(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,텅 스 텐광(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,텅 스 텐광(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,몰리브덴광(MT),수입%,수입 실적,,2,,46.8625,103.8467
몽골,몰리브덴광(MT),수입금액,수입 실적,,28635,,46.8625,103.8467
몽골,몰리브덴광(MT),수입물량,수입 실적,,1209,,46.8625,103.8467
몽골,주  석  광(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,주  석  광(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,주  석  광(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,활      석(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,활      석(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,활      석(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,고  령  토(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,고  령  토(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,고  령  토(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,석  회  석(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,석  회  석(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,석  회  석(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,규      석(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,규      석(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,규      석(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,형      석(MT),수입%,수입 실적,,14,,46.8625,103.8467
몽골,형      석(MT),수입금액,수입 실적,,4062,,46.8625,103.8467
몽골,형      석(MT),수입물량,수입 실적,,9452,,46.8625,103.8467
몽골,석      고(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,석      고(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,석      고(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,기타비금속(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,기타비금속(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,기타비금속(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,기타  석탄(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,기타  석탄(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,기타  석탄(MT),수입물량,수입 실적,,0,,46.8625,103.8467
몽골,토      탄(MT),수입%,수입 실적,,0,,46.8625,103.8467
몽골,토      탄(MT),수입금액,수입 실적,,0,,46.8625,103.8467
몽골,토      탄(MT),수입물량,수입 실적,,0,,46.8625,103.8467
미국,석 재(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,석 재(MT),수입금액,수입 실적,,468,,37.0902,-95.7129
미국,석 재(MT),수입물량,수입 실적,,1003,,37.0902,-95.7129
미국,합계(MT),수입%,수입 실적,,363,,37.0902,-95.7129
미국,합계(MT),수입금액,수입 실적,,1143093,,37.0902,-95.7129
미국,합계(MT),수입물량,수입 실적,,4983791,,37.0902,-95.7129
미국,금      광(Kg),수입%,수입 실적,,6,,37.0902,-95.7129
미국,금      광(Kg),수입금액,수입 실적,,6628,,37.0902,-95.7129
미국,금      광(Kg),수입물량,수입 실적,,408,,37.0902,-95.7129
미국,은      광(Kg),수입%,수입 실적,,0,,37.0902,-95.7129
미국,은      광(Kg),수입금액,수입 실적,,0,,37.0902,-95.7129
미국,은      광(Kg),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,동      광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,동      광(MT),수입금액,수입 실적,,9,,37.0902,-95.7129
미국,동      광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,연      광(MT),수입%,수입 실적,,8,,37.0902,-95.7129
미국,연      광(MT),수입금액,수입 실적,,113113,,37.0902,-95.7129
미국,연      광(MT),수입물량,수입 실적,,51042,,37.0902,-95.7129
미국,아  연  광(MT),수입%,수입 실적,,11,,37.0902,-95.7129
미국,아  연  광(MT),수입금액,수입 실적,,200810,,37.0902,-95.7129
미국,아  연  광(MT),수입물량,수입 실적,,223682,,37.0902,-95.7129
미국,철      광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,철      광(MT),수입금액,수입 실적,,0,,37.0902,-95.7129
미국,철      광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,텅 스 텐광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,텅 스 텐광(MT),수입금액,수입 실적,,2,,37.0902,-95.7129
미국,텅 스 텐광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,몰리브덴광(MT),수입%,수입 실적,,3,,37.0902,-95.7129
미국,몰리브덴광(MT),수입금액,수입 실적,,36686,,37.0902,-95.7129
미국,몰리브덴광(MT),수입물량,수입 실적,,1130,,37.0902,-95.7129
미국,망  간  광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,망  간  광(MT),수입금액,수입 실적,,569,,37.0902,-95.7129
미국,망  간  광(MT),수입물량,수입 실적,,371,,37.0902,-95.7129
미국,주  석  광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,주  석  광(MT),수입금액,수입 실적,,0,,37.0902,-95.7129
미국,주  석  광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,안티모니광(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,안티모니광(MT),수입금액,수입 실적,,1,,37.0902,-95.7129
미국,안티모니광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,유  화  철(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,유  화  철(MT),수입금액,수입 실적,,11,,37.0902,-95.7129
미국,유  화  철(MT),수입물량,수입 실적,,2,,37.0902,-95.7129
미국,니      켈(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,니      켈(MT),수입금액,수입 실적,,1,,37.0902,-95.7129
미국,니      켈(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,크  롬  광(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,크  롬  광(MT),수입금액,수입 실적,,16,,37.0902,-95.7129
미국,크  롬  광(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,백  금  광(Kg),수입%,수입 실적,,3,,37.0902,-95.7129
미국,백  금  광(Kg),수입금액,수입 실적,,1,,37.0902,-95.7129
미국,백  금  광(Kg),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,바 나 듐광(MT),수입%,수입 실적,,3,,37.0902,-95.7129
미국,바 나 듐광(MT),수입금액,수입 실적,,57,,37.0902,-95.7129
미국,바 나 듐광(MT),수입물량,수입 실적,,39,,37.0902,-95.7129
미국,인상  흑연(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,인상  흑연(MT),수입금액,수입 실적,,13,,37.0902,-95.7129
미국,인상  흑연(MT),수입물량,수입 실적,,3,,37.0902,-95.7129
미국,토상  흑연(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,토상  흑연(MT),수입금액,수입 실적,,935,,37.0902,-95.7129
미국,토상  흑연(MT),수입물량,수입 실적,,50,,37.0902,-95.7129
미국,활      석(MT),수입%,수입 실적,,2,,37.0902,-95.7129
미국,활      석(MT),수입금액,수입 실적,,658,,37.0902,-95.7129
미국,활      석(MT),수입물량,수입 실적,,1053,,37.0902,-95.7129
미국,납      석(MT),수입%,수입 실적,,84,,37.0902,-95.7129
미국,납      석(MT),수입금액,수입 실적,,217,,37.0902,-95.7129
미국,납      석(MT),수입물량,수입 실적,,345,,37.0902,-95.7129
미국,고  령  토(MT),수입%,수입 실적,,49,,37.0902,-95.7129
미국,고  령  토(MT),수입금액,수입 실적,,35758,,37.0902,-95.7129
미국,고  령  토(MT),수입물량,수입 실적,,83967,,37.0902,-95.7129
미국,석  회  석(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,석  회  석(MT),수입금액,수입 실적,,452,,37.0902,-95.7129
미국,석  회  석(MT),수입물량,수입 실적,,1094,,37.0902,-95.7129
미국,규      석(MT),수입%,수입 실적,,18,,37.0902,-95.7129
미국,규      석(MT),수입금액,수입 실적,,3356,,37.0902,-95.7129
미국,규      석(MT),수입물량,수입 실적,,427,,37.0902,-95.7129
미국,규      사(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,규      사(MT),수입금액,수입 실적,,474,,37.0902,-95.7129
미국,규      사(MT),수입물량,수입 실적,,237,,37.0902,-95.7129
미국,규  조  토(MT),수입%,수입 실적,,9,,37.0902,-95.7129
미국,규  조  토(MT),수입금액,수입 실적,,4085,,37.0902,-95.7129
미국,규  조  토(MT),수입물량,수입 실적,,3584,,37.0902,-95.7129
미국,인  광  석(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,인  광  석(MT),수입금액,수입 실적,,5,,37.0902,-95.7129
미국,인  광  석(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,유      황(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,유      황(MT),수입금액,수입 실적,,1,,37.0902,-95.7129
미국,유      황(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,규  회  석(MT),수입%,수입 실적,,8,,37.0902,-95.7129
미국,규  회  석(MT),수입금액,수입 실적,,468,,37.0902,-95.7129
미국,규  회  석(MT),수입물량,수입 실적,,645,,37.0902,-95.7129
미국,운      모(MT),수입%,수입 실적,,2,,37.0902,-95.7129
미국,운      모(MT),수입금액,수입 실적,,447,,37.0902,-95.7129
미국,운      모(MT),수입물량,수입 실적,,118,,37.0902,-95.7129
미국,남  정  석(MT),수입%,수입 실적,,77,,37.0902,-95.7129
미국,남  정  석(MT),수입금액,수입 실적,,1442,,37.0902,-95.7129
미국,남  정  석(MT),수입물량,수입 실적,,2500,,37.0902,-95.7129
미국,마그네사이트(MT),수입%,수입 실적,,2,,37.0902,-95.7129
미국,마그네사이트(MT),수입금액,수입 실적,,1469,,37.0902,-95.7129
미국,마그네사이트(MT),수입물량,수입 실적,,641,,37.0902,-95.7129
미국,석      고(MT),수입%,수입 실적,,1,,37.0902,-95.7129
미국,석      고(MT),수입금액,수입 실적,,345,,37.0902,-95.7129
미국,석      고(MT),수입물량,수입 실적,,474,,37.0902,-95.7129
미국,불      석(MT),수입%,수입 실적,,50,,37.0902,-95.7129
미국,불      석(MT),수입금액,수입 실적,,233,,37.0902,-95.7129
미국,불      석(MT),수입물량,수입 실적,,425,,37.0902,-95.7129
미국,수      정(MT),수입%,수입 실적,,3,,37.0902,-95.7129
미국,수      정(MT),수입금액,수입 실적,,3,,37.0902,-95.7129
미국,수      정(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,금  강  석(Kg),수입%,수입 실적,,2,,37.0902,-95.7129
미국,금  강  석(Kg),수입금액,수입 실적,,1699,,37.0902,-95.7129
미국,금  강  석(Kg),수입물량,수입 실적,,43,,37.0902,-95.7129
미국,기타비금속(MT),수입%,수입 실적,,2,,37.0902,-95.7129
미국,기타비금속(MT),수입금액,수입 실적,,1777,,37.0902,-95.7129
미국,기타비금속(MT),수입물량,수입 실적,,191,,37.0902,-95.7129
미국,무  연  탄(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,무  연  탄(MT),수입금액,수입 실적,,0,,37.0902,-95.7129
미국,무  연  탄(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,유  연  탄(MT),수입%,수입 실적,,4,,37.0902,-95.7129
미국,유  연  탄(MT),수입금액,수입 실적,,730796,,37.0902,-95.7129
미국,유  연  탄(MT),수입물량,수입 실적,,4610703,,37.0902,-95.7129
미국,기타  석탄(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,기타  석탄(MT),수입금액,수입 실적,,0,,37.0902,-95.7129
미국,기타  석탄(MT),수입물량,수입 실적,,0,,37.0902,-95.7129
미국,갈      탄(MT),수입%,수입 실적,,11,,37.0902,-95.7129
미국,갈      탄(MT),수입금액,수입 실적,,11,,37.0902,-95.7129
미국,갈      탄(MT),수입물량,수입 실적,,13,,37.0902,-95.7129
미국,토      탄(MT),수입%,수입 실적,,0,,37.0902,-95.7129
미국,토      탄(MT),수입금액,수입 실적,,77,,37.0902,-95.7129
미국,토      탄(MT),수입물량,수입 실적,,51,,37.0902,-95.7129
미얀마,석 재(MT),수입%,수입 실적,,0,,21.9162,95.956
미얀마,석 재(MT),수입금액,수입 실적,,1,,21.9162,95.956
미얀마,석 재(MT),수입물량,수입 실적,,0,,21.9162,95.956
미얀마,합계(MT),수입%,수입 실적,,0,,21.9162,95.956
미얀마,합계(MT),수입금액,수입 실적,,1,,21.9162,95.956
미얀마,합계(MT),수입물량,수입 실적,,0,,21.9162,95.956
미얀마,유      황(MT),수입%,수입 실적,,0,,21.9162,95.956
미얀마,유      황(MT),수입금액,수입 실적,,0,,21.9162,95.956
미얀마,유      황(MT),수입물량,수입 실적,,0,,21.9162,95.956
미얀마,석      고(MT),수입%,수입 실적,,0,,21.9162,95.956
미얀마,석      고(MT),수입금액,수입 실적,,0,,21.9162,95.956
미얀마,석      고(MT),수입물량,수입 실적,,0,,21.9162,95.956
바레인,합계(MT),수입%,수입 실적,,1,,26.0667,50.5577
바레인,합계(MT),수입금액,수입 실적,,116803,,26.0667,50.5577
바레인,합계(MT),수입물량,수입 실적,,675356,,26.0667,50.5577
바레인,철      광(MT),수입%,수입 실적,,1,,26.0667,50.5577
바레인,철      광(MT),수입금액,수입 실적,,116803,,26.0667,50.5577
바레인,철      광(MT),수입물량,수입 실적,,675356,,26.0667,50.5577
바레인,규      사(MT),수입%,수입 실적,,0,,26.0667,50.5577
바레인,규      사(MT),수입금액,수입 실적,,0,,26.0667,50.5577
바레인,규      사(MT),수입물량,수입 실적,,0,,26.0667,50.5577
방글라데시,석 재(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,석 재(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,석 재(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,합계(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,합계(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,합계(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,활      석(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,활      석(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,활      석(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,규      사(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,규      사(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,규      사(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,유      황(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,유      황(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,유      황(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,석      고(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,석      고(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,석      고(MT),수입물량,수입 실적,,0,,23.685,90.3563
방글라데시,기타비금속(MT),수입%,수입 실적,,0,,23.685,90.3563
방글라데시,기타비금속(MT),수입금액,수입 실적,,0,,23.685,90.3563
방글라데시,기타비금속(MT),수입물량,수입 실적,,0,,23.685,90.3563
베네주엘라,합계(MT),수입%,수입 실적,,0,,6.4238,-66.5897
베네주엘라,합계(MT),수입금액,수입 실적,,341,,6.4238,-66.5897
베네주엘라,합계(MT),수입물량,수입 실적,,413,,6.4238,-66.5897
베네주엘라,몰리브덴광(MT),수입%,수입 실적,,0,,6.4238,-66.5897
베네주엘라,몰리브덴광(MT),수입금액,수입 실적,,341,,6.4238,-66.5897
베네주엘라,몰리브덴광(MT),수입물량,수입 실적,,413,,6.4238,-66.5897
베트남,석 재(MT),수입%,수입 실적,,4,,14.0583,108.2772
베트남,석 재(MT),수입금액,수입 실적,,23498,,14.0583,108.2772
베트남,석 재(MT),수입물량,수입 실적,,178594,,14.0583,108.2772
베트남,합계(MT),수입%,수입 실적,,142,,14.0583,108.2772
베트남,합계(MT),수입금액,수입 실적,,100019,,14.0583,108.2772
베트남,합계(MT),수입물량,수입 실적,,1235527,,14.0583,108.2772
베트남,아  연  광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,아  연  광(MT),수입금액,수입 실적,,539,,14.0583,108.2772
베트남,아  연  광(MT),수입물량,수입 실적,,471,,14.0583,108.2772
베트남,텅 스 텐광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,텅 스 텐광(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,텅 스 텐광(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,몰리브덴광(MT),수입%,수입 실적,,2,,14.0583,108.2772
베트남,몰리브덴광(MT),수입금액,수입 실적,,30687,,14.0583,108.2772
베트남,몰리브덴광(MT),수입물량,수입 실적,,990,,14.0583,108.2772
베트남,비  소  광(MT),수입%,수입 실적,,67,,14.0583,108.2772
베트남,비  소  광(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,비  소  광(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,유  화  철(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,유  화  철(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,유  화  철(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,니      켈(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,니      켈(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,니      켈(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,티 타 늄광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,티 타 늄광(MT),수입금액,수입 실적,,117,,14.0583,108.2772
베트남,티 타 늄광(MT),수입물량,수입 실적,,82,,14.0583,108.2772
베트남,질 코 늄광(MT),수입%,수입 실적,,4,,14.0583,108.2772
베트남,질 코 늄광(MT),수입금액,수입 실적,,364,,14.0583,108.2772
베트남,질 코 늄광(MT),수입물량,수입 실적,,168,,14.0583,108.2772
베트남,알루미늄광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,알루미늄광(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,알루미늄광(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,바 나 듐광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,바 나 듐광(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,바 나 듐광(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,인상  흑연(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,인상  흑연(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,인상  흑연(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,토상  흑연(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,토상  흑연(MT),수입금액,수입 실적,,2,,14.0583,108.2772
베트남,토상  흑연(MT),수입물량,수입 실적,,2,,14.0583,108.2772
베트남,활      석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,활      석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,활      석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,납      석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,납      석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,납      석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,장      석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,장      석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,장      석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,고  령  토(MT),수입%,수입 실적,,1,,14.0583,108.2772
베트남,고  령  토(MT),수입금액,수입 실적,,367,,14.0583,108.2772
베트남,고  령  토(MT),수입물량,수입 실적,,1767,,14.0583,108.2772
베트남,석  회  석(MT),수입%,수입 실적,,27,,14.0583,108.2772
베트남,석  회  석(MT),수입금액,수입 실적,,14951,,14.0583,108.2772
베트남,석  회  석(MT),수입물량,수입 실적,,668927,,14.0583,108.2772
베트남,규      석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,규      석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,규      석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,규      사(MT),수입%,수입 실적,,30,,14.0583,108.2772
베트남,규      사(MT),수입금액,수입 실적,,17086,,14.0583,108.2772
베트남,규      사(MT),수입물량,수입 실적,,321954,,14.0583,108.2772
베트남,규  조  토(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,규  조  토(MT),수입금액,수입 실적,,2,,14.0583,108.2772
베트남,규  조  토(MT),수입물량,수입 실적,,2,,14.0583,108.2772
베트남,형      석(MT),수입%,수입 실적,,2,,14.0583,108.2772
베트남,형      석(MT),수입금액,수입 실적,,466,,14.0583,108.2772
베트남,형      석(MT),수입물량,수입 실적,,985,,14.0583,108.2772
베트남,인  광  석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,인  광  석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,인  광  석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,유      황(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,유      황(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,유      황(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,규  회  석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,규  회  석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,규  회  석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,운      모(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,운      모(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,운      모(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,홍  주  석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,홍  주  석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,홍  주  석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,중  정  석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,중  정  석(MT),수입금액,수입 실적,,40,,14.0583,108.2772
베트남,중  정  석(MT),수입물량,수입 실적,,401,,14.0583,108.2772
베트남,마그네사이트(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,마그네사이트(MT),수입금액,수입 실적,,1,,14.0583,108.2772
베트남,마그네사이트(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,석      고(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,석      고(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,석      고(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,불      석(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,불      석(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,불      석(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,붕  소  광(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,붕  소  광(MT),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,붕  소  광(MT),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,금  강  석(Kg),수입%,수입 실적,,0,,14.0583,108.2772
베트남,금  강  석(Kg),수입금액,수입 실적,,0,,14.0583,108.2772
베트남,금  강  석(Kg),수입물량,수입 실적,,0,,14.0583,108.2772
베트남,기타비금속(MT),수입%,수입 실적,,5,,14.0583,108.2772
베트남,기타비금속(MT),수입금액,수입 실적,,4296,,14.0583,108.2772
베트남,기타비금속(MT),수입물량,수입 실적,,38707,,14.0583,108.2772
베트남,무  연  탄(MT),수입%,수입 실적,,1,,14.0583,108.2772
베트남,무  연  탄(MT),수입금액,수입 실적,,7601,,14.0583,108.2772
베트남,무  연  탄(MT),수입물량,수입 실적,,22458,,14.0583,108.2772
베트남,토      탄(MT),수입%,수입 실적,,0,,14.0583,108.2772
베트남,토      탄(MT),수입금액,수입 실적,,2,,14.0583,108.2772
베트남,토      탄(MT),수입물량,수입 실적,,19,,14.0583,108.2772
벨기에,석 재(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,석 재(MT),수입금액,수입 실적,,12,,50.8503,4.3517
벨기에,석 재(MT),수입물량,수입 실적,,8,,50.8503,4.3517
벨기에,합계(MT),수입%,수입 실적,,7,,50.8503,4.3517
벨기에,합계(MT),수입금액,수입 실적,,20405,,50.8503,4.3517
벨기에,합계(MT),수입물량,수입 실적,,2701,,50.8503,4.3517
벨기에,몰리브덴광(MT),수입%,수입 실적,,1,,50.8503,4.3517
벨기에,몰리브덴광(MT),수입금액,수입 실적,,17863,,50.8503,4.3517
벨기에,몰리브덴광(MT),수입물량,수입 실적,,560,,50.8503,4.3517
벨기에,크  롬  광(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,크  롬  광(MT),수입금액,수입 실적,,2,,50.8503,4.3517
벨기에,크  롬  광(MT),수입물량,수입 실적,,0,,50.8503,4.3517
벨기에,토상  흑연(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,토상  흑연(MT),수입금액,수입 실적,,0,,50.8503,4.3517
벨기에,토상  흑연(MT),수입물량,수입 실적,,0,,50.8503,4.3517
벨기에,고  령  토(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,고  령  토(MT),수입금액,수입 실적,,1,,50.8503,4.3517
벨기에,고  령  토(MT),수입물량,수입 실적,,0,,50.8503,4.3517
벨기에,규      석(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,규      석(MT),수입금액,수입 실적,,61,,50.8503,4.3517
벨기에,규      석(MT),수입물량,수입 실적,,138,,50.8503,4.3517
벨기에,규      사(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,규      사(MT),수입금액,수입 실적,,88,,50.8503,4.3517
벨기에,규      사(MT),수입물량,수입 실적,,185,,50.8503,4.3517
벨기에,규  조  토(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,규  조  토(MT),수입금액,수입 실적,,1,,50.8503,4.3517
벨기에,규  조  토(MT),수입물량,수입 실적,,0,,50.8503,4.3517
벨기에,운      모(MT),수입%,수입 실적,,0,,50.8503,4.3517
벨기에,운      모(MT),수입금액,수입 실적,,0,,50.8503,4.3517
벨기에,운      모(MT),수입물량,수입 실적,,0,,50.8503,4.3517
벨기에,금  강  석(Kg),수입%,수입 실적,,2,,50.8503,4.3517
벨기에,금  강  석(Kg),수입금액,수입 실적,,1804,,50.8503,4.3517
벨기에,금  강  석(Kg),수입물량,수입 실적,,32,,50.8503,4.3517
벨기에,토      탄(MT),수입%,수입 실적,,3,,50.8503,4.3517
벨기에,토      탄(MT),수입금액,수입 실적,,573,,50.8503,4.3517
벨기에,토      탄(MT),수입물량,수입 실적,,1811,,50.8503,4.3517
벨라루스,합계(MT),수입%,수입 실적,,0,,53.9006,27.559
벨라루스,합계(MT),수입금액,수입 실적,,4,,53.9006,27.559
벨라루스,합계(MT),수입물량,수입 실적,,18,,53.9006,27.559
벨라루스,토      탄(MT),수입%,수입 실적,,0,,53.9006,27.559
벨라루스,토      탄(MT),수입금액,수입 실적,,4,,53.9006,27.559
벨라루스,토      탄(MT),수입물량,수입 실적,,18,,53.9006,27.559
보빗 군도,합계(MT),수입%,수입 실적,,0,,,
보빗 군도,합계(MT),수입금액,수입 실적,,8,,,
보빗 군도,합계(MT),수입물량,수입 실적,,0,,,
보빗 군도,금  강  석(Kg),수입%,수입 실적,,0,,,
보빗 군도,금  강  석(Kg),수입금액,수입 실적,,8,,,
보빗 군도,금  강  석(Kg),수입물량,수입 실적,,1,,,
